supermarket,unit_price,unit,names,date,category,own_brand,Morrisons_price,Tesco_price,Sains_price
ASDA,2.2,l,Innocent Tropical Juice,20240129,fresh_food,False,3.0,3.15,2.2
ASDA,9.7,kg,Bonne Maman Raspberry Conserve,20240129,food_cupboard,False,9.7,9.6,7.0
ASDA,7.3,l,Jimmy's Iced Coffee Original,20240129,fresh_food,False,6.8,7.3,4.5
ASDA,3.8,l,Black Sheep Ale,20240129,drinks,False,3.13,4.0,4.0
ASDA,20.0,kg,Felix Goody Bag Cat Treats Mixed Grill,20240129,pets,False,22.5,18.33,22.5
ASDA,9.7,kg,Bonne Maman Black Cherry Conserve,20240129,food_cupboard,False,7.7,9.7,7.0
ASDA,22.6,kg,Quaker Oat So Simple Golden Syrup Porridge Pot,20240129,food_cupboard,False,22.6,22.8,22.8
ASDA,116.7,l,Nizoral Anti-Dandruff Shampoo,20240129,health_products,False,108.3,116.7,119.2
ASDA,8.0,l,Bottlegreen Elderflower Cordial,20240129,drinks,False,6.8,8.5,8.5
ASDA,9.7,kg,Bonne Maman Wild Blueberry Conserve,20240129,food_cupboard,False,7.7,9.7,7.0
ASDA,7.5,kg,Betty Crocker Vanilla Buttercream Style Icing,20240129,food_cupboard,False,6.2,7.5,7.5
ASDA,9.2,kg,Bonne Maman Apricot Conserve,20240129,food_cupboard,False,8.9,9.6,7.0
ASDA,2.7,l,Naked Blue Machine Super Smoothie,20240128,fresh_food,False,2.7,5.3,7.0
ASDA,4.3,l,Red Bull Energy Drink,20240128,drinks,False,4.0,4.8500000000000005,5.433333333333334
ASDA,3.3,l,Shaken Udder Chocolush Milkshake,20240128,drinks,False,3.27,4.8,3.55
ASDA,3.4,l,Fanta Orange Zero,20240128,drinks,False,1.0,2.2,1.2999999999999998
ASDA,3.3,l,Shaken Udder Vanillalicious Milkshake,20240128,fresh_food,False,4.82,3.3,3.55
ASDA,11.0,l,Kikkoman Tamari Gluten Free Soy Sauce,20240128,free-from,False,9.0,12.0,8.0
ASDA,18.8,kg,Sudocrem Antiseptic Healing Cream,20240128,baby_products,False,28.0,38.66666666666666,33.4
ASDA,2.2,l,Innocent Apple Juice,20240128,drinks,False,2.2,3.15,2.2
ASDA,2.8,kg,Tilda Pure Basmati Rice,20240128,food_cupboard,False,2.6,4.35,3.8
ASDA,3.2,l,Bundaberg Ginger Beer,20240128,drinks,False,4.1,4.05,4.3
ASDA,2.87,kg,Bakers Meaty Meals Adult Dry Dog Food Beef,20240128,pets,False,4.1,2.87,2.94
ASDA,2.3,l,Tropicana Pure Orange & Mango Fruit Juice,20240128,fresh_food,False,2.0,2.7,4.9
ASDA,4.5,unit,Cherry Blossom Shoe Care Brush Set,20240128,household,False,4.5,4.4,4.25
ASDA,5.88,kg,Quorn Vegetarian Chicken & Leek Family Pie,20240128,fresh_food,False,5.15,5.88,5.88
ASDA,0.7,l,Schweppes Lemonade,20240128,drinks,False,4.3,2.7,2.0
ASDA,8.1,l,Haagen-Dazs Vanilla Ice Cream,20240128,food_cupboard,False,11.3,11.7,8.2
ASDA,2.3,l,Coca-Cola Original Taste,20240128,drinks,False,2.5,3.1285714285714286,3.2375000000000003
ASDA,33.0,l,Benylin Dry & Tickly Cough Syrup,20240128,health_products,False,32.7,33.35,33.835
ASDA,1.8,l,Ocean Spray Cranberry Classic Juice Drink,20240128,drinks,False,1.0,1.65,3.7
ASDA,11.1,l,Ben & Jerry's Caramel Chew Chew Ice Cream Tub,20240128,food_cupboard,False,11.8,11.2,8.1
ASDA,8.1,l,Haagen-Dazs Salted Caramel Ice Cream,20240128,food_cupboard,False,11.3,11.7,8.2
ASDA,11.5,kg,Ginsters Peppered Steak Slice,20240128,fresh_food,False,7.3,11.5,7.4
ASDA,10.93,kg,Dairylea Cheese Spread,20240128,fresh_food,False,8.33,11.725,11.17
ASDA,7.0,kg,Pukka Minced Beef & Onion Pie,20240128,fresh_food,False,5.8,2.0,7.0
ASDA,2.87,kg,Bakers Meaty Meals Adult Dry Dog Food Chicken,20240128,fresh_food,False,3.33,2.87,2.94
ASDA,7.1,l,Yakult Original,20240128,fresh_food,False,5.6,7.12,7.2
ASDA,21.9,kg,Quorn Vegan Chicken Free Slices,20240128,fresh_food,False,15.0,26.0,26.0
ASDA,3.4,l,Dr Pepper Zero,20240128,drinks,False,1.0,2.2,1.2
ASDA,11.5,kg,Ginsters Chicken & Mushroom Slice,20240128,fresh_food,False,7.3,11.5,7.4
ASDA,23.3,l,Covonia Dry & Tickly Cough Linctus,20240128,health_products,False,31.7,26.65,26.665
ASDA,44.0,l,Bulldog Sensitive Moisturiser,20240128,health_products,False,66.0,70.0,66.0
ASDA,6.0,l,Robinsons Crushed Lime & Mint Fruit Cordial,20240128,drinks,False,6.0,6.0,5.0
ASDA,7.1,l,Yakult Balance,20240128,fresh_food,False,5.6,7.1,7.2
ASDA,2.05,l,Relentless Origin Energy Drink,20240128,drinks,False,2.8,2.25,2.1
ASDA,2.4,l,Monster Energy Drink,20240128,drinks,False,3.6,3.25,3.0
ASDA,9.3,l,Lee Kum Kee Premium Dark Soy Sauce,20240128,food_cupboard,False,9.9,7.3,3.5
ASDA,12.2,kg,Goodfella's Gluten Free Margherita Pizza,20240128,fresh_food,False,12.2,11.43,11.43
ASDA,20.0,kg,Felix Goody Bag Cat Treats Mixed Grill,20240128,pets,False,22.5,18.33,22.5
ASDA,3.0,kg,Clover Spread,20240128,fresh_food,False,3.5,4.0,3.95
ASDA,3.1,l,Tango Orange Original Bottle,20240128,free-from,False,1.0,2.05,3.2
ASDA,6.0,l,Robinsons Pressed Pear & Elderflower Fruit Cordial,20240128,drinks,False,6.0,6.0,5.0
ASDA,116.7,l,Nizoral Anti-Dandruff Shampoo,20240128,health_products,False,108.3,116.7,119.2
ASDA,1.7,l,Schweppes Pink Soda,20240128,drinks,False,1.3,1.8,2.2
ASDA,9.3,l,Lee Kum Kee Premium Light Soy Sauce,20240128,food_cupboard,False,7.0,7.3,3.5
ASDA,1.4,l,Coca-Cola Cherry,20240128,drinks,False,3.8,1.7,2.85
ASDA,10.0,l,Bombay Sapphire Gin & Tonic,20240128,drinks,False,10.0,9.6,9.2
ASDA,4.08,kg,Bakers Meaty Meals Adult Small Dry Dog Food Beef,20240128,pets,False,4.35,4.0,4.35
ASDA,146.63,l,Barossa Ink Shiraz,20240128,drinks,False,12.64,14.63,14.63
ASDA,7.0,kg,Rajah Chilli Powder,20240128,food_cupboard,False,10.0,5.0,4.0
ASDA,3.6,l,Monster Energy Drink Pacific Punch,20240128,drinks,False,3.0,2.9,2.9
ASDA,20.0,kg,Felix Goody Bag Cat Treats Seaside Mix,20240128,pets,False,22.5,15.415,20.5
ASDA,4.8,kg,Clover Light Spread,20240128,fresh_food,False,3.5,4.8,3.95
ASDA,13.3,kg,Walkers Cheese & Onion Multipack Crisps,20240128,food_cupboard,False,14.7,10.5,14.7
ASDA,300.0,l,Sudafed Blocked Nose Spray,20240128,health_products,False,366.7,320.0,320.0
ASDA,2.6,l,Tiger Energy Drink,20240128,drinks,True,3.2,2.8,2.8
ASDA,9.5,kg,Pukka Vegan Chicken & Mushroom Pie,20240128,fresh_food,False,9.5,9.5,9.52
ASDA,3.4,kg,Lyle's Golden Syrup,20240128,free-from,False,2.8,4.45,3.8333333333333335
ASDA,1.4,l,Fanta Lemon,20240128,drinks,False,1.0,2.2,2.25
ASDA,21.33,l,Oust All Purpose Descaler,20240128,household,False,22.67,21.33,22.0
ASDA,48.0,kg,Savlon Antiseptic Cream,20240128,health_products,False,73.0,42.0,57.65
ASDA,55.6,kg,Peperami Original Salami,20240128,fresh_food,False,20.0,57.8,29.9
ASDA,1.6,l,Fruit Shoot Orange Kids Juice Drink,20240128,drinks,False,1.9,2.1333333333333333,2.18
ASDA,1.0,l,Fanta Fruit Twist,20240128,drinks,False,1.4,2.2,2.45
ASDA,1.6,l,Fruit Shoot Apple Kids Juice Drink,20240128,drinks,False,2.2,2.2,2.3
ASDA,1.0,l,Fanta Orange,20240128,drinks,False,1.0,2.45,2.24
ASDA,3.4,l,Coca-Cola Zero Sugar,20240128,fresh_food,False,1.0,2.4,2.6555555555555554
ASDA,31.8,l,Cetaphil Gentle Skin Cleanser,20240128,health_products,False,31.8,46.6,28.6
ASDA,6.7,l,Bulldog Skincare Original Shower Gel,20240128,health_products,False,10.0,10.7,10.0
ASDA,2.8,l,Tropicana Pressed Apple Fruit Juice,20240128,drinks,False,2.0,2.7,3.3
ASDA,5.5,kg,Arla Protein Strawberry Yogurt,20240128,fresh_food,False,7.2,6.2,5.5
ASDA,5.5,kg,Arla Protein Blueberry Yogurt,20240128,fresh_food,False,7.2,6.2,6.3
ASDA,4.6,kg,Cofresh London Mix,20240128,food_cupboard,False,4.7,3.0,3.1
ASDA,13.33,l,Mr Muscle Oven Cleaner,20240128,household,False,13.33,10.0,13.33
ASDA,1.4,l,Buxton Still Natural Mineral Water,20240128,drinks,False,0.6,0.7,0.5
ASDA,13.3,kg,Walkers Ready Salted Multipack Crisps,20240128,food_cupboard,False,14.7,11.75,14.7
ASDA,1.6,l,Fruit Shoot Summer Fruits Kids Juice Drink,20240128,drinks,False,1.9,2.35,2.1
ASDA,2.5,kg,Onken Natural Set Yogurt,20240128,fresh_food,False,2.8,3.2,4.3
ASDA,2.5,l,Relentless Raspberry Zero Energy Drink,20240128,drinks,False,2.8,2.5,2.4
ASDA,20.0,kg,Felix Goody Bag Cat Treats Original Mix,20240128,pets,False,22.5,18.33,20.5
ASDA,3.1,l,Pepsi Max No Sugar Cola Bottle,20240128,free-from,False,1.0,1.7666666666666666,3.5
ASDA,22.5,kg,Peperami Firestick,20240128,fresh_food,False,20.0,30.0,29.9
ASDA,22.5,kg,Peperami Chorizo,20240128,fresh_food,False,20.0,30.0,29.9
ASDA,4.0,l,Naked Strawberry & Banana Smoothie,20240128,fresh_food,False,7.8,4.0,2.7
ASDA,0.25,unit,Soreen Malt Lunchbox Loaves,20240128,food_cupboard,False,0.25,4.325,0.25
ASDA,155.0,kg,Metanium Nappy Rash Ointment,20240128,health_products,False,155.0,155.0,150.0
ASDA,2.75,unit,Mr Kipling Manor House Cake,20240128,bakery,False,3.0,8.2,8.46
ASDA,7.4,l,Halo Top Sea Salt Caramel Ice Cream,20240128,food_cupboard,False,7.93,11.4,11.1
ASDA,1.33,kg,Elephant Atta Medium Chapatti Flour,20240128,food_cupboard,False,0.7,0.97,0.7
ASDA,4.1,kg,Maggi Authentic Indian Tamarind Sauce,20240128,food_cupboard,False,4.1,5.3,5.3
ASDA,15.4,kg,Dr. Oetker Liquid Glucose,20240128,food_cupboard,False,15.4,15.4,8.9
ASDA,31.8,l,Cetaphil Oily Skin Cleanser,20240128,health_products,False,31.8,42.4,28.6
ASDA,3.4,l,Coca-Cola Zero Sugar Cherry,20240128,fresh_food,False,3.8,2.15,3.5
ASDA,215.0,l,Durex Play Silicone Based Perfect Glide Lubricant Gel,20240128,health_products,False,210.0,215.0,160.0
ASDA,8.1,l,Haagen-Dazs Belgian Chocolate Ice Cream,20240128,food_cupboard,False,11.3,11.7,8.2
ASDA,3.4,kg,Vitalite Dairy Free Spread,20240128,fresh_food,False,3.0,4.0,4.0
ASDA,3.1,l,Diet Pepsi Cola Bottle,20240128,drinks,False,1.0,0.9,3.5
ASDA,58.3,kg,Kiddylicious Veggie Straws,20240128,baby_products,False,45.8,64.58500000000001,56.06666666666666
ASDA,1.0,l,Pepsi Max Lime No Sugar Cola Bottle,20240128,drinks,False,1.0,1.7666666666666666,3.5
ASDA,1.8,kg,Laila Basmati Rice,20240128,food_cupboard,False,1.4,2.1666666666666665,1.6833333333333331
ASDA,1.8,l,Old Jamaica Ginger Beer,20240128,drinks,False,1.8,1.5,1.5
ASDA,2.7,l,Naked Green Machine Super Smoothie,20240128,drinks,False,2.7,5.3,7.0
ASDA,609.0,kg,Sterling Rolling Tobacco Essential,20240128,home,False,609.0,612.85,18.5
ASDA,40.0,l,Colgate Total Advanced Deep Clean Toothpaste,20240128,drinks,False,33.3,66.7,33.3
ASDA,6.8,l,Jimmy's Iced Coffee Mocha,20240128,drinks,False,6.8,7.3,4.5
ASDA,1.4,l,San Pellegrino Sparkling Natural Mineral Water,20240128,drinks,False,0.9,1.8666666666666665,1.3
ASDA,11.6,l,Haagen-Dazs Strawberry Cheesecake Ice Cream,20240128,food_cupboard,False,8.1,11.7,11.6
ASDA,0.7,l,Schweppes Slimline Lemonade,20240128,drinks,False,0.7,0.7,2.0
ASDA,27.1,kg,Properchips Barbecue Lentil Chips,20240128,food_cupboard,False,23.5,50.0,21.5
ASDA,0.38,unit,Soreen Lift Bars Blueberry,20240128,free-from,False,7.4,14.6,0.56
ASDA,3.1,l,Pepsi Max Cherry No Sugar Cola Bottle,20240128,fresh_food,False,1.0,1.7666666666666668,3.5
ASDA,20.6,kg,Reese's Peanut Butter Creme Egg,20240128,fresh_food,False,20.6,17.6,19.1
ASDA,1.7,l,Schweppes Tonic Water,20240128,drinks,False,1.3,2.45,2.2
ASDA,7.5,kg,Rajah Haldi Ground Turmeric,20240128,food_cupboard,False,10.0,6.0,4.0
ASDA,4.6,kg,Cofresh Chilli & Lemon Bombay Mix,20240128,food_cupboard,False,5.0,3.0,3.1
ASDA,73.3,kg,Kiddylicious Banana & Pumpkin Melty Buttons,20240128,baby_products,False,73.3,116.67,88.3
ASDA,13.95,kg,Rustlers All Day Breakfast Pancake Stack,20240128,fresh_food,False,17.4,14.34,15.5
ASDA,8.0,kg,Tilda Kids Sunshine Vegetable Rice,20240128,food_cupboard,False,10.0,10.0,8.0
ASDA,1.7,l,Schweppes Slimline Tonic Water,20240128,drinks,False,1.3,2.45,2.2
ASDA,7.0,kg,Morliny Frankfurters,20240128,food_cupboard,False,7.1,7.1,7.0
ASDA,2.5,kg,Ambrosia Devon Custard,20240128,food_cupboard,False,6.3,4.2,4.0
ASDA,6.2,kg,Arla Protein Chocolate Flavour Pudding,20240128,fresh_food,False,6.2,8.8,8.8
ASDA,0.4,unit,Maltesers Cake Bars,20240128,bakery,False,0.3,0.46,0.3
ASDA,13.0,kg,Prymat Chicken Seasoning,20240128,food_cupboard,False,13.0,13.0,13.3
ASDA,43.75,kg,Cherry Blossom Shoe Polish Black,20240128,household,False,50.0,31.2,2.5
ASDA,2.2,l,Innocent Tropical Juice,20240128,fresh_food,False,2.2,3.15,2.2
ASDA,7.3,l,Jimmy's Iced Coffee Original,20240128,fresh_food,False,6.8,7.3,4.5
ASDA,8.0,l,Bottlegreen Elderflower Cordial,20240128,drinks,False,6.8,8.5,8.5
ASDA,69.0,l,Deep Heat Muscle Rescue Heat Spray,20240128,health_products,False,81.4,81.4,69.0
ASDA,3.8,l,Black Sheep Ale,20240128,drinks,False,3.13,4.0,4.0
ASDA,2.8,kg,Tilda Pure Basmati Rice,20240127,food_cupboard,False,2.6,4.35,3.86
ASDA,13.5,kg,Blue Dragon Thai Green Curry Paste,20240127,food_cupboard,False,13.5,13.5,11.4
ASDA,1.7,l,Schweppes Tonic Water,20240127,drinks,False,1.3,2.45,2.2
ASDA,10.5,kg,Walkers Meaty Variety Multipack Crisps,20240127,food_cupboard,False,10.5,10.5,9.8
ASDA,2.2,l,Innocent Apple Juice,20240127,drinks,False,2.0,3.3,2.2
ASDA,14.0,l,Yutaka Japanese Rice Vinegar,20240127,food_cupboard,False,12.4,14.7,14.3
ASDA,2.7,l,Naked Blue Machine Super Smoothie,20240127,fresh_food,False,2.7,5.3,7.0
ASDA,4.3,l,Red Bull Energy Drink,20240127,drinks,False,4.0,4.8500000000000005,5.433333333333333
ASDA,3.3,l,Shaken Udder Chocolush Milkshake,20240127,drinks,False,4.82,4.8,3.55
ASDA,3.4,l,Dr Pepper Zero,20240127,drinks,False,1.0,2.2,1.2
ASDA,18.8,kg,Sudocrem Antiseptic Healing Cream,20240127,baby_products,False,30.0,38.66666666666666,33.4
ASDA,9.2,kg,Bonne Maman Strawberry Conserve,20240127,food_cupboard,False,20.0,9.6,7.0
ASDA,3.3,l,Shaken Udder Vanillalicious Milkshake,20240127,fresh_food,False,4.82,3.3,3.55
ASDA,2.2,l,Innocent Tropical Juice,20240127,drinks,False,2.2,3.3,2.2
ASDA,15.0,kg,Felix Goody Bag Cat Treats Original Mix,20240127,pets,False,22.5,18.33,20.5
ASDA,4.300000000000002,kg,Heinz Seriously Good Mayonnaise,20240127,food_cupboard,False,4.4,4.4,5.95
ASDA,2.0,l,Coca-Cola Original Taste,20240127,free-from,False,2.5,3.128571428571429,3.085714285714286
ASDA,9.7,kg,Bonne Maman Raspberry Conserve,20240127,food_cupboard,False,9.7,9.6,7.0
ASDA,5.5,kg,Whole Earth Smooth Peanut Butter,20240127,food_cupboard,False,6.79,9.9,5.5
ASDA,8.0,l,Bottlegreen Elderflower Cordial,20240127,drinks,False,6.8,8.5,8.5
ASDA,7.3,l,Jimmy's Iced Coffee Original,20240127,fresh_food,False,6.8,7.3,4.5
ASDA,12.5,kg,Cadbury Dairy Milk Caramel Chocolate Bar,20240127,food_cupboard,False,11.3,10.8,12.45
ASDA,7.5,kg,Betty Crocker Vanilla Buttercream Style Icing,20240127,food_cupboard,False,7.5,7.5,7.5
ASDA,4.2,kg,Heinz Seriously Good Light Mayonnaise,20240127,food_cupboard,False,4.4,4.9,5.6000000000000005
ASDA,21.33,l,Oust All Purpose Descaler,20240127,household,False,22.67,21.33,22.0
ASDA,0.7,l,Schweppes Lemonade,20240127,drinks,False,4.3,2.7,2.0
ASDA,2.87,kg,Bakers Meaty Meals Adult Dry Dog Food Chicken,20240127,fresh_food,False,4.1,2.87,2.94
ASDA,9.7,kg,Bonne Maman Wild Blueberry Conserve,20240127,food_cupboard,False,7.7,9.7,7.0
ASDA,7.0,kg,Pip & Nut Crunchy Peanut Butter,20240127,food_cupboard,False,6.7,10.3,7.9
ASDA,9.3,kg,Schar Gluten Free Jaffa Cakes,20240127,food_cupboard,False,9.3,9.3,14.0
ASDA,33.0,l,Benylin Dry & Tickly Cough Syrup,20240127,health_products,False,32.7,33.35,33.835
ASDA,1.8,l,Ocean Spray Cranberry Classic Juice Drink,20240127,drinks,False,1.0,1.65,3.7
ASDA,11.1,l,Ben & Jerry's Caramel Chew Chew Ice Cream Tub,20240127,food_cupboard,False,11.8,11.2,8.1
ASDA,14.7,kg,Bisto Vegetable Gravy Granules,20240127,free-from,False,14.7,16.3,14.7
ASDA,9.2,kg,Bonne Maman Apricot Conserve,20240127,food_cupboard,False,8.9,9.6,7.0
ASDA,7.1,l,Yakult Original,20240127,fresh_food,False,5.6,7.12,7.2
ASDA,4.6,kg,Heinz Tomato Ketchup,20240127,food_cupboard,False,5.4,3.9,5.7333333333333325
ASDA,15.88,kg,Paxo Sage & Onion Stuffing Mix,20240127,food_cupboard,False,15.88,12.95,13.283333333333333
ASDA,10.93,kg,Dairylea Cheese Spread,20240127,fresh_food,False,8.33,11.725,11.17
ASDA,8.1,l,Haagen-Dazs Vanilla Ice Cream,20240127,food_cupboard,False,11.3,11.7,8.2
ASDA,38.9,kg,Nescafe Azera Americano Instant Coffee,20240127,drinks,False,39.3,52.1,53.6
ASDA,7.0,kg,Pukka Minced Beef & Onion Pie,20240127,fresh_food,False,5.8,2.0,7.0
ASDA,12.6,kg,Gressingham Duck Fat,20240127,fresh_food,False,9.96,12.6,12.0
ASDA,7.5,kg,Betty Crocker Chocolate Fudge Icing,20240127,food_cupboard,False,7.5,7.5,7.5
ASDA,1.7,l,Schweppes Pink Soda,20240127,drinks,False,1.3,1.8,2.2
ASDA,7.1,l,Yakult Balance,20240127,fresh_food,False,5.6,7.1,7.2
ASDA,4.08,kg,Bakers Meaty Meals Adult Small Dry Dog Food Beef,20240127,pets,False,4.35,4.0,4.35
ASDA,1.4,l,Coca-Cola Cherry,20240127,free-from,False,3.8,1.7,2.85
ASDA,26.11,kg,Squeaky Bean Spanish Chorizo Style Slices,20240127,fresh_food,False,33.22,31.67,33.33
ASDA,6.0,l,Robinsons Crushed Lime & Mint Fruit Cordial,20240127,drinks,False,6.0,6.0,5.0
ASDA,9.3,l,Lee Kum Kee Premium Dark Soy Sauce,20240127,food_cupboard,False,9.9,7.3,3.5
ASDA,20.0,kg,Felix Goody Bag Cat Treats Mixed Grill,20240127,pets,False,22.5,18.33,22.5
ASDA,2.05,l,Relentless Origin Energy Drink,20240127,drinks,False,2.8,2.25,2.4
ASDA,12.2,kg,Goodfella's Gluten Free Margherita Pizza,20240127,fresh_food,False,12.2,11.43,11.43
ASDA,2.31,kg,Birds Eye Garden Peas,20240127,frozen,False,4.27,3.526666666666667,3.616666666666666
ASDA,44.0,l,Bulldog Sensitive Moisturiser,20240127,health_products,False,66.0,70.0,66.0
ASDA,2.4,l,Monster Energy Drink,20240127,drinks,False,3.6,3.25,3.0
ASDA,23.3,l,Covonia Dry & Tickly Cough Linctus,20240127,health_products,False,31.7,26.65,26.665
ASDA,4.08,kg,Bakers Meaty Meals Adult Dry Dog Food Beef,20240127,pets,False,4.1,2.87,2.94
ASDA,22.6,kg,Quaker Oat So Simple Golden Syrup Porridge Pot,20240127,food_cupboard,False,22.6,22.8,22.8
ASDA,9.7,kg,Bonne Maman Black Cherry Conserve,20240127,food_cupboard,False,7.7,9.7,7.0
ASDA,3.2,l,Bundaberg Ginger Beer,20240127,drinks,False,4.1,4.05,4.3
ASDA,23.8,kg,Knorr Beef Stock Cubes,20240127,food_cupboard,False,15.0,23.8,15.0
ASDA,146.63,l,Barossa Ink Shiraz,20240127,drinks,False,12.64,14.63,14.63
ASDA,3.1,l,Tango Orange Original Bottle,20240127,free-from,False,1.0,2.05,3.2
ASDA,7.0,kg,Rajah Chilli Powder,20240127,food_cupboard,False,10.0,5.0,4.0
ASDA,4.6,kg,Cofresh London Mix,20240127,food_cupboard,False,4.7,3.0,4.0
ASDA,9.3,l,Lee Kum Kee Premium Light Soy Sauce,20240127,food_cupboard,False,9.9,7.3,3.5
ASDA,6.2,l,Blue Dragon Coconut Milk,20240127,food_cupboard,False,6.2,6.25,4.4
ASDA,2.8,l,Tropicana Pure Orange & Mango Fruit Juice,20240127,drinks,False,2.0,2.7,4.9
ASDA,5.6,kg,HP Brown Sauce,20240127,food_cupboard,False,5.5,5.8,9.0
ASDA,14.7,kg,Bisto Chicken Gravy Granules,20240127,food_cupboard,False,14.7,13.566666666666668,11.566666666666668
ASDA,1.4,l,Buxton Still Natural Mineral Water,20240127,drinks,False,0.6,0.7,0.5
ASDA,4.5,unit,Cherry Blossom Shoe Care Brush Set,20240127,household,False,4.5,4.4,4.25
ASDA,9.2,kg,Bonne Maman Blackcurrant Conserve,20240127,food_cupboard,False,8.9,9.6,7.0
ASDA,8.81,kg,Sharwood's Fine Egg Noodles,20240127,food_cupboard,False,8.85,8.85,5.53
ASDA,6.8,kg,Loyd Grossman Tomato & Chilli Pasta Sauce,20240127,food_cupboard,False,8.5,7.15,4.6
ASDA,20.0,kg,Felix Goody Bag Cat Treats Seaside Mix,20240127,pets,False,22.5,15.415,20.5
ASDA,4.7,kg,Lee Kum Kee Panda Oyster Sauce,20240127,food_cupboard,False,4.7,4.7,4.7
ASDA,7.9,kg,Dorset Cereals Oat Granola Breakfast Cereal,20240127,food_cupboard,False,7.4,8.0,7.4
ASDA,7.9,kg,Blue Dragon Satay Stir Fry Sauce,20240127,free-from,False,7.92,7.9,5.8
ASDA,3.4,l,Monster Energy Zero Sugar,20240127,drinks,False,2.8,3.0,2.95
ASDA,4.8,kg,Clover Light Spread,20240127,fresh_food,False,3.5,4.8,3.95
ASDA,8.6,kg,Loyd Grossman Tomato & Basil Pasta Sauce,20240127,food_cupboard,False,8.5,7.15,4.6
ASDA,400.0,kg,Canescool Soothing Cream Gel,20240127,health_products,False,400.0,400.0,403.3
ASDA,300.0,l,Sudafed Blocked Nose Spray,20240127,health_products,False,366.7,320.0,320.0
ASDA,13.3,kg,Walkers Cheese & Onion Multipack Crisps,20240127,food_cupboard,False,14.7,11.75,14.7
ASDA,13.0,kg,Bisto Best Chicken Gravy Granules,20240127,food_cupboard,False,13.0,17.8,13.35
ASDA,1.94,kg,Batchelors Original Mushy Peas,20240127,food_cupboard,False,2.67,1.97,2.67
ASDA,3.0,l,Coca-Cola Zero Sugar,20240127,drinks,False,1.0,2.275,2.4875000000000003
ASDA,9.2,kg,Bonne Maman Peach Conserve,20240127,food_cupboard,False,8.9,9.6,7.0
ASDA,7.7,kg,Swizzels Luscious Lollies,20240127,food_cupboard,False,6.5,5.7,7.1
ASDA,2.6,l,Tiger Energy Drink,20240127,drinks,True,3.2,2.8,2.8
ASDA,7.06,kg,Betty Crocker Zesty Lemon Cake Mix,20240127,food_cupboard,False,7.04,7.1,7.1
ASDA,48.0,kg,Savlon Antiseptic Cream,20240127,health_products,False,73.0,42.0,57.65
ASDA,17.0,l,Filippo Berio Mild & Light Olive Oil,20240127,food_cupboard,False,17.2,17.1,13.0
ASDA,1.4,l,Fanta Lemon,20240127,drinks,False,1.0,1.9333333333333336,2.25
ASDA,7.4,l,Halo Top Sea Salt Caramel Ice Cream,20240127,frozen,False,7.93,11.4,11.1
ASDA,12.2,kg,Pringles Sour Cream & Onion Sharing Crisps,20240127,food_cupboard,False,12.2,11.7,10.0
ASDA,11.3,l,Lea & Perrins Worcestershire Sauce,20240127,food_cupboard,False,11.3,10.5,10.15
ASDA,7.0,kg,Ocean Spray Smooth Cranberry Sauce,20240127,free-from,False,7.0,7.0,7.0
ASDA,3.4,kg,Lyle's Golden Syrup,20240127,free-from,False,2.8,4.45,3.8333333333333335
ASDA,55.6,kg,Peperami Original Salami,20240127,fresh_food,False,20.0,57.8,29.9
ASDA,12.5,kg,Princes Corned Beef,20240127,fresh_food,False,8.8,12.65,11.933333333333332
ASDA,7.06,kg,Betty Crocker Red Velvet Chocolate Cake Mix,20240127,food_cupboard,False,7.0,7.1,7.06
ASDA,11.3,kg,Wagamama Katsu Curry Meal Kit,20240127,food_cupboard,False,15.8,18.42,14.5
ASDA,7.9,kg,Blue Dragon Hoisin & Garlic Stir Fry Sauce,20240127,food_cupboard,False,7.9,7.9,5.8
ASDA,11.8,l,Napolina Olive Oil,20240127,food_cupboard,False,12.0,10.9,11.45
ASDA,1.6,l,Fruit Shoot Orange Kids Juice Drink,20240127,drinks,False,1.9,2.35,2.18
ASDA,11.5,kg,Ginsters Peppered Steak Slice,20240127,fresh_food,False,7.3,11.5,7.4
ASDA,5.88,kg,Quorn Vegetarian Chicken & Leek Family Pie,20240127,frozen,False,5.15,5.88,5.88
ASDA,8.6,kg,Betty Crocker Peanut Butter Brownie Mix,20240127,food_cupboard,False,8.57,8.57,8.6
ASDA,1.0,l,Fanta Fruit Twist,20240127,drinks,False,1.4,2.2,2.45
ASDA,13.3,kg,Walkers Prawn Cocktail Multipack Crisps,20240127,food_cupboard,False,14.7,13.0,14.7
ASDA,23.8,kg,Knorr Chicken Stock Cubes,20240127,food_cupboard,False,18.8,19.4,15.0
ASDA,4.2,kg,Heinz Spring Vegetable Soup,20240127,food_cupboard,False,4.2,4.2,3.0
ASDA,1.0,l,Fanta Orange,20240127,drinks,False,1.0,2.24,1.6333333333333335
ASDA,3.07,kg,McCain Crispy French Fries,20240127,frozen,False,3.54,3.315,3.03
ASDA,2.8,l,Tropicana Pressed Apple Fruit Juice,20240127,drinks,False,2.0,2.7,3.3
ASDA,5.5,kg,Arla Protein Strawberry Yogurt,20240127,fresh_food,False,7.2,6.2,5.5
ASDA,5.5,kg,Arla Protein Blueberry Yogurt,20240127,fresh_food,False,7.2,6.2,6.3
ASDA,13.0,kg,Bisto Best Pork Gravy Granules,20240127,food_cupboard,False,13.0,17.8,16.5
ASDA,6.7,l,Bulldog Skincare Original Shower Gel,20240127,health_products,False,10.0,10.7,10.0
